"","ID","NoAuthors","NoCollaborations","Origin.Country","Int.Collab","Countries","journal"
"4447","25519135",14,5,"Germany",2,"Germany,Spain","nature"
"4448","25519134",15,14,"USA",5,"USA,UK,China,Switzerland,Spain","nature"
"4449","25519133",3,3,"China",1,"China","nature"
"4450","25519132",6,2,"USA",1,"USA","nature"
"4451","25519131",5,1,"USA",1,"USA","nature"
"4452","25517100",2,2,"USA",1,"USA","nature"
"4453","25517099",5,2,"USA",1,"USA","nature"
"4454","25517098",37,11,"Iceland",7,"Iceland,UK,New Zealand,Canada,USA,Sweden,Ireland","nature"
"4455","25517096",15,10,"France",3,"France,UK,USA","nature"
"4456","25517095",12,6,"China",2,"China,UK","nature"
"4457","25517094",9,5,"UK",2,"UK,France","nature"
"4458","25517093",10,5,"Germany",2,"Germany,Switzerland","nature"
"4459","25517091",7,1,"Austria",1,"Austria","nature"
"4460","25517090",7,5,"USA",2,"USA,Canada","nature"
"4461","25503236",12,6,"Switzerland",3,"Switzerland,USA,New Zealand","nature"
"4462","25503235",3,2,"Germany",2,"Germany,France","nature"
"4463","25503234",10,4,"Korea",1,"Korea","nature"
"4464","25503233",32,20,"Canada",5,"Canada,Netherlands,Australia,Korea,USA","nature"
"4465","25503232",21,14,"Canada",4,"Canada,Korea,USA,Australia","nature"
"4466","25503231",2,1,"USA",1,"USA","nature"
"4467","25494203",10,6,"Finland",2,"Finland,Netherlands","nature"
"4468","25494202",12,6,"USA",2,"USA,Japan","nature"
"4469","25487155",6,3,"Slovakia",3,"Slovakia,USA,Taiwan","nature"
"4470","25487154",6,5,"USA",1,"USA","nature"
"4471","25487153",6,3,"USA",1,"USA","nature"
"4472","25487152",5,3,"USA",1,"USA","nature"
"4473","25487151",23,9,"USA",1,"USA","nature"
"4474","25487150",9,3,"UK",1,"UK","nature"
"4475","25487149",489,65,"USA",9,"USA,Denmark,Italy,UK,Canada,Netherlands,Germany,Austria,Sweden","nature"
"4476","25487147",5,2,"Israel",2,"Israel,Canada","nature"
"4477","25487146",8,6,"USA",3,"USA,Chile,India","nature"
"4478","25471887",3,1,"USA",1,"USA","nature"
"4479","25471886",17,6,"USA",3,"USA,Germany,UK","nature"
"4480","25471885",7,1,"France",1,"France","nature"
"4481","25471884",3,3,"China",3,"China,USA,Taiwan","nature"
"4482","25471883",4,1,"USA",1,"USA","nature"
"4483","25471882",16,9,"Germany",4,"Germany,France,Switzerland,USA","nature"
"4484","25471881",9,8,"UK",5,"UK,Hanover,USA,France,Germany","nature"
"4485","25471880",6,4,"Germany",1,"Germany","nature"
"4486","25471879",14,7,"USA",1,"USA","nature"
"4487","25470067",14,7,"USA",3,"USA,UK,India","nature"
"4488","25470065",6,6,"Australia",5,"Australia,Panama,Canada,UK,Sweden","nature"
"4489","25470062",6,4,"Germany",2,"Germany,USA","nature"
"4490","25470061",9,6,"USA",1,"USA","nature"
"4491","25470060",6,3,"USA",1,"USA","nature"
"4492","25470059",4,4,"Belgium",3,"Belgium,Switzerland,Germany","nature"
"4493","25470058",13,6,"UK",3,"UK,China,Netherlands","nature"
"4494","25470057",9,2,"USA",2,"USA,New Zealand","nature"
"4495","25470056",11,3,"Japan",1,"Japan","nature"
"4496","25470055",6,2,"Israel",1,"Israel","nature"
"4497","25470054",42,20,"UK",8,"UK,USA,Italy,South Africa,Uganda,Gambia,Ghana,Ethiopia","nature"
"4498","25470051",11,3,"UK",2,"UK,Germany","nature"
"4499","25470049",46,12,"Canada",2,"Canada,UK","nature"
"4500","25470048",21,13,"Netherlands",3,"Netherlands,France,Australia","nature"
"4501","25470045",6,2,"USA",1,"USA","nature"
"4502","25470044",5,1,"USA",1,"USA","nature"
"4503","25470043",4,1,"UK",1,"UK","nature"
"4504","25470042",11,6,"USA",2,"USA,France","nature"
"4505","25470041",14,5,"France",4,"France,UK,Germany,India","nature"
"4506","25470039",11,6,"USA",1,"USA","nature"
"4507","25470038",10,2,"Mali",2,"Mali,USA","nature"
"4508","25470037",21,7,"USA",1,"USA","nature"
"4509","25470036",9,3,"UK",3,"UK,USA,Belgium","nature"
"4510","25428507",27,15,"USA",4,"USA,Germany,Switzerland,Netherlands","nature"
"4511","25428506",14,2,"USA",2,"USA,Germany","nature"
"4512","25428505",26,6,"USA",2,"USA,France","nature"
"4513","25428504",22,12,"USA",3,"USA,France,Israel","nature"
"4514","25428503",15,9,"UK",4,"UK,USA,France,Spain","nature"
"4515","25428502",6,5,"China",3,"China,USA,Georgia","nature"
"4516","25428501",5,3,"USA",1,"USA","nature"
"4517","25428500",18,8,"USA",1,"USA","nature"
"4518","25428499",4,3,"Denmark",2,"Denmark,Japan","nature"
"4519","25428498",2,2,"United Kingdom",2,"United Kingdom,Netherlands","nature"
"4520","25409831",21,11,"USA",2,"USA,Georgia","nature"
"4521","25409830",7,6,"USA",2,"USA,Canada","nature"
"4522","25409829",7,4,"USA",2,"USA,Germany","nature"
"4523","25409828",13,6,"Netherlands",4,"Netherlands,France,Germany,Spain","nature"
"4524","25409827",5,4,"Italy",2,"Italy,Germany","nature"
"4525","25409826",159,9,"USA",1,"USA","nature"
"4526","25409825",29,8,"USA",2,"USA,Mexico","nature"
"4527","25409824",137,40,"USA",5,"USA,Spain,Austria,Georgia,UK","nature"
"4528","25409156",6,4,"USA",1,"USA","nature"
"4529","25409154",3,1,"Switzerland",1,"Switzerland","nature"
"4530","25409153",7,2,"USA",1,"USA","nature"
"4531","25409151",11,2,"France",1,"France","nature"
"4532","25409150",28,13,"USA",2,"USA,Switzerland","nature"
"4533","25409149",18,10,"USA",2,"USA,India","nature"
"4534","25409147",13,3,"UK",2,"UK,Spain","nature"
"4535","25409146",12,6,"USA",1,"USA","nature"
"4536","25409145",3,2,"USA",1,"USA","nature"
"4537","25409144",10,4,"Austria",3,"Austria,France,Belgium","nature"
"4538","25409143",9,5,"USA",1,"USA","nature"
"4539","25409142",4,1,"France",1,"France","nature"
"4540","25409140",11,5,"Germany",2,"Germany,Finland","nature"
"4541","25391964",6,1,"USA",1,"USA","nature"
"4542","25391963",11,7,"USA",4,"USA,China,Venezuela,Spain","nature"
"4543","25391962",14,6,"USA",2,"USA,Canada","nature"
"4544","25391961",24,3,"USA",1,"USA","nature"
"4545","25391960",7,1,"Switzerland",1,"Switzerland","nature"
"4546","25391959",8,4,"USA",3,"USA,Sweden,Kenya","nature"
"4547","25383541",2,1,"UK",1,"UK","nature"
"4548","25383540",13,7,"Singapore",2,"Singapore,USA","nature"
"4549","25383539",7,2,"USA",1,"USA","nature"
"4550","25383537",15,5,"USA",2,"USA,Italy","nature"
"4551","25383536",7,6,"USA",3,"USA,China,Italy","nature"
"4552","25383533",2,2,"USA",1,"USA","nature"
"4553","25383531",5,1,"Switzerland",1,"Switzerland","nature"
"4554","25383530",14,7,"China",1,"China","nature"
"4555","25383528",16,10,"USA",3,"USA,Germany,Madagascar","nature"
"4556","25383527",9,5,"USA",2,"USA,France","nature"
"4557","25383525",7,3,"USA",1,"USA","nature"
"4558","25383524",12,4,"USA",1,"USA","nature"
"4559","25383523",13,5,"USA",3,"USA,Korea,Georgia","nature"
"4560","25383522",18,5,"UK",3,"UK,Belgium,Mexico","nature"
"4561","25383521",7,5,"USA",1,"USA","nature"
"4562","25383520",23,7,"UK",6,"UK,France,USA,Canada,Israel,Switzerland","nature"
"4563","25383519",4,3,"USA",1,"USA","nature"
"4564","25383518",23,3,"USA",1,"USA","nature"
"4565","25383517",29,12,"UK",2,"UK,USA","nature"
"4566","25383516",6,2,"China",1,"China","nature"
"4567","25373680",27,13,"Belgium",8,"Belgium,UK,Germany,USA,Canada,Australia,Japan,New Zealand","nature"
"4568","25373679",10,3,"Germany",2,"Germany,China","nature"
"4569","25373678",24,6,"USA",4,"USA,Norway,China,Germany","nature"
"4570","25373677",4,3,"New Zealand",3,"New Zealand,USA,Germany","nature"
"4571","25373676",4,4,"Australia",1,"Australia","nature"
"4572","25373675",11,10,"USA",3,"USA,Spain,Australia","nature"
"4573","25373674",6,5,"South Africa",2,"South Africa,Germany","nature"
"4574","25363783",9,5,"USA",1,"USA","nature"
"4575","25363782",2,1,"USA",1,"USA","nature"
"4576","25363781",4,2,"USA",1,"USA","nature"
"4577","25363780",3,3,"USA",1,"USA","nature"
"4578","25363779",21,11,"USA",1,"USA","nature"
"4579","25363778",37,17,"Georgia",8,"Georgia,France,USA,Australia,Canada,Germany,United States,India","nature"
"4580","25363776",11,6,"USA",1,"USA","nature"
"4581","25363774",14,11,"USA",2,"USA,Germany","nature"
"4582","25363773",9,4,"China",1,"China","nature"
"4583","25363772",11,3,"USA",1,"USA","nature"
"4584","25363770",6,4,"USA",1,"USA","nature"
"4585","25363769",2,1,"USA",1,"USA","nature"
"4586","25363768",47,14,"USA",3,"USA,China,Turkey","nature"
"4587","25363767",14,7,"USA",3,"USA,UK,Sweden","nature"
"4588","25363766",5,3,"Japan",2,"Japan,USA","nature"
"4589","25363765",7,5,"Germany",2,"Germany,Czech Republic","nature"
"4590","25363764",12,9,"USA",5,"USA,Germany,UK,Chile,Japan","nature"
"4591","25363763",24,13,"USA",6,"USA,Germany,Norway,Canada,UK,China","nature"
"4592","25363762",7,1,"USA",1,"USA","nature"
"4593","25363761",11,5,"USA",2,"USA,Germany","nature"
"4594","25355364",7,3,"Norway",2,"Norway,UK","nature"
"4595","25355363",15,9,"USA",2,"USA,Korea","nature"
"4596","25355362",15,12,"USA",2,"USA,Spain","nature"
"4597","25355361",9,3,"Hungary",2,"Hungary,Korea","nature"
"4598","25355360",6,2,"France",1,"France","nature"
"4599","25355359",14,9,"France",4,"France,Mexico,USA,Taiwan","nature"
"4600","25355358",3,2,"USA",1,"USA","nature"
"4601","25341788",16,9,"UK",3,"UK,USA,Portugal","nature"
"4602","25341787",11,5,"USA",3,"USA,Australia,Sweden","nature"
"4603","25341786",8,5,"China",3,"China,Canada,Germany","nature"
"4604","25341785",3,2,"France",1,"France","nature"
"4605","25341784",8,4,"France",1,"France","nature"
"4606","25341783",28,19,"China",7,"China,USA,Russia,Georgia,Germany,Canada,UK","nature"
"4607","25337883",9,8,"USA",3,"USA,Netherlands,Argentina","nature"
"4608","25337882",10,5,"USA",4,"USA,China,Switzerland,United States","nature"
"4609","25337880",8,6,"Korea",6,"Korea,Mongolia,Canada,Japan,Belgium,France","nature"
"4610","25337879",11,4,"USA",1,"USA","nature"
"4611","25337878",3,1,"USA",1,"USA","nature"
"4612","25337877",8,1,"Germany",1,"Germany","nature"
"4613","25337876",12,6,"USA",2,"USA,Italy","nature"
"4614","25337874",19,10,"USA",1,"USA","nature"
"4615","25337873",7,5,"Switzerland",1,"Switzerland","nature"
"4616","25327252",7,4,"USA",1,"USA","nature"
"4617","25327251",10,1,"UK",1,"UK","nature"
"4618","25327250",7,2,"China",1,"China","nature"
"4619","25327249",12,12,"Australia",6,"Australia,Estonia,UK,China,Sweden,Netherlands","nature"
"4620","25327248",12,8,"China",2,"China,UK","nature"
"4621","25327247",20,11,"Russia",9,"Russia,Germany,Canada,Ukraine,Mexico,Chile,UK,Korea,Spain","nature"
"4622","25318524",6,5,"USA",1,"USA","nature"
"4623","25318523",5,3,"Germany",1,"Germany","nature"
"4624","25318522",8,6,"China",3,"China,USA,UK","nature"
"4625","25317564",12,8,"Germany",3,"Germany,New Zealand,Ireland","nature"
"4626","25317562",13,8,"USA",1,"USA","nature"
"4627","25317561",8,2,"China",1,"China","nature"
"4628","25317560",12,5,"Georgia",3,"Georgia,USA,China","nature"
"4629","25317558",21,10,"Germany",4,"Germany,Denmark,Sweden,Finland","nature"
"4630","25317557",13,6,"USA",5,"USA,Germany,Australia,Austria,Italy","nature"
"4631","25317556",16,6,"Germany",4,"Germany,China,UK,Canada","nature"
"4632","25317555",6,4,"Switzerland",3,"Switzerland,Germany,Netherlands","nature"
"4633","25307058",11,6,"USA",1,"USA","nature"
"4634","25307057",19,8,"USA",3,"USA,Korea,Germany","nature"
"4635","25307056",45,26,"China",8,"China,USA,France,Italy,Turkey,NA,UK,Canada","nature"
"4636","25307055",6,2,"France",1,"France","nature"
"4637","25307054",3,2,"USA",2,"USA,Italy","nature"
"4638","25297435",10,9,"Australia",2,"Australia,Indonesia","nature"
"4639","25297434",12,10,"USA",2,"USA,Canada","nature"
"4640","25297433",24,14,"France",5,"France,USA,Denmark,UK,Canada","nature"
"4641","25297432",5,4,"France",3,"France,Australia,Chile","nature"
"4642","25296256",9,6,"USA",1,"USA","nature"
"4643","25296255",27,8,"USA",2,"USA,South Africa","nature"
"4644","25296254",3,1,"UK",1,"UK","nature"
"4645","25296253",15,7,"Switzerland",3,"Switzerland,USA,Italy","nature"
"4646","25296250",19,15,"USA",8,"USA,China,UK,Netherlands,Mexico,South Africa,Canada,Germany","nature"
"4647","25296249",10,3,"USA",2,"USA,Germany","nature"
"4648","25279921",8,7,"USA",4,"USA,Mexico,Switzerland,Hanover","nature"
"4649","25279920",7,2,"China",1,"China","nature"
"4650","25279919",14,10,"USA",2,"USA,India","nature"
"4651","25279918",5,4,"Netherlands",3,"Netherlands,UK,France","nature"
"4652","25279917",34,3,"USA",1,"USA","nature"
"4653","25274311",35,9,"Austria",3,"Austria,USA,Canada","nature"
"4654","25274310",2,2,"USA",1,"USA","nature"
"4655","25274309",11,5,"USA",2,"USA,Belgium","nature"
"4656","25274307",24,17,"USA",6,"USA,Mali,Germany,Canada,Spain,Norway","nature"
"4657","25274306",6,4,"USA",1,"USA","nature"
"4658","25274305",9,6,"Australia",2,"Australia,USA","nature"
"4659","25274302",6,4,"USA",1,"USA","nature"
"4660","25274301",14,6,"USA",2,"USA,Germany","nature"
"4661","25274300",10,9,"China",6,"China,USA,Finland,Spain,Australia,Georgia","nature"
"4662","25274297",11,6,"USA",1,"USA","nature"
"4663","25271403",8,3,"Switzerland",1,"Switzerland","nature"
"4664","25254475",3,3,"Netherlands",2,"Netherlands,USA","nature"
"4665","25254474",6,3,"Canada",1,"Canada","nature"
"4666","25254473",9,7,"Chile",4,"Chile,USA,UK,Switzerland","nature"
"4667","25252982",5,2,"USA",1,"USA","nature"
"4668","25252980",16,10,"Germany",6,"Germany,Canada,UK,USA,Switzerland,Italy","nature"
"4669","25252979",5,4,"China",2,"China,USA","nature"
"4670","25252978",6,4,"USA",1,"USA","nature"
"4671","25252977",9,5,"USA",1,"USA","nature"
"4672","25252976",11,9,"Japan",2,"Japan,Germany","nature"
"4673","25252975",10,1,"USA",1,"USA","nature"
"4674","25252974",8,7,"USA",1,"USA","nature"
"4675","25252973",8,3,"Spain",2,"Spain,Italy","nature"
"4676","25231870",464,139,"UK",19,"UK,Iceland,India,USA,Estonia,Germany,Australia,Switzerland,Finland,Denmark,Sweden,Netherlands,Italy,Canada,Spain,France,China,Israel,Belgium","nature"
"4677","25231869",5,4,"USA",2,"USA,UK","nature"
"4678","25231868",2,1,"Switzerland",1,"Switzerland","nature"
"4679","25231866",10,5,"Japan",1,"Japan","nature"
"4680","25231864",11,6,"Canada",3,"Canada,Japan,USA","nature"
"4681","25231863",26,11,"China",4,"China,Switzerland,Italy,Germany","nature"
"4682","25231862",17,10,"Israel",1,"Israel","nature"
"4683","25231861",9,4,"USA",3,"USA,Australia,Bangladesh","nature"
"4684","25230664",30,23,"USA",9,"USA,Germany,Belgium,Japan,UK,Uganda,NA,Mexico,Switzerland","nature"
"4685","25230663",120,86,"USA",38,"USA,Germany,Sweden,China,Australia,Luxembourg,Baden,Kenya,Oman,Argentina,Russia,Costa Rica,Colombia,Israel,Hungary,Morocco,Italy,UK,Canada,Switzerland,France,Norway,Bulgaria,Lithuania,Estonia,Greece,Guatemala,Finland,NA,Chile,Uzbekistan,Armenia,Spain,Ukraine,Bolivia,Lebanon,Croatia,India","nature"
"4686","25230662",3,2,"Australia",2,"Australia,France","nature"
"4687","25230661",6,6,"China",3,"China,France,Norway","nature"
"4688","25230660",14,12,"USA",5,"USA,Germany,Chile,Australia,Russia","nature"
"4689","25230659",3,1,"USA",1,"USA","nature"
"4690","25230658",3,2,"Switzerland",1,"Switzerland","nature"
"4691","25230657",1,1,"Germany",1,"Germany","nature"
"4692","25230656",1,1,"USA",1,"USA","nature"
"4693","25230655",3,3,"USA",1,"USA","nature"
"4694","25230654",3,2,"Switzerland",2,"Switzerland,Portugal","nature"
"4695","25219855",3,3,"USA",1,"USA","nature"
"4696","25219854",18,16,"France",7,"France,Netherlands,Belgium,UK,USA,China,Myanmar","nature"
"4697","25219853",14,7,"Belgium",4,"Belgium,France,USA,UK","nature"
"4698","25219852",8,3,"UK",2,"UK,China","nature"
"4699","25219851",20,10,"USA",2,"USA,India","nature"
"4700","25219850",5,1,"USA",1,"USA","nature"
"4701","25219849",11,3,"USA",1,"USA","nature"
"4702","25209800",27,15,"Japan",6,"Japan,Netherlands,USA,Australia,UK,Georgia","nature"
"4703","25209799",2,2,"China",1,"China","nature"
"4704","25209798",93,47,"USA",9,"USA,Spain,China,Germany,UK,Italy,France,Romania,India","nature"
"4705","25209797",10,2,"UK",1,"UK","nature"
"4706","25209669",5,5,"China",2,"China,USA","nature"
"4707","25209668",5,3,"USA",1,"USA","nature"
"4708","25209667",7,5,"USA",1,"USA","nature"
"4709","25209666",16,12,"USA",6,"USA,United States,Brazil,Colombia,Venezuela,Georgia","nature"
"4710","25209665",9,4,"Germany",3,"Germany,Spain,France","nature"
"4711","25209664",6,2,"France",2,"France,Germany","nature"
"4712","25209663",3,3,"UK",1,"UK","nature"
"4713","25209661",6,3,"Greece",1,"Greece","nature"
"4714","25192136",6,1,"USA",1,"USA","nature"
"4715","25186904",19,5,"Belgium",3,"Belgium,USA,Germany","nature"
"4716","25186903",2,2,"France",2,"France,Switzerland","nature"
"4717","25186902",16,15,"Finland",6,"Finland,UK,Australia,Sweden,Spain,Peru","nature"
"4718","25186901",5,3,"USA",2,"USA,France","nature"
"4719","25186900",4,4,"USA",3,"USA,France,Israel","nature"
"4720","25186899",3,2,"Switzerland",1,"Switzerland","nature"
"4721","25186731",29,9,"USA",2,"USA,Netherlands","nature"
"4722","25186730",8,3,"Georgia",2,"Georgia,USA","nature"
"4723","25186729",9,7,"USA",2,"USA,Panama","nature"
"4724","25186728",33,19,"China",2,"China,USA","nature"
"4725","25186727",75,32,"UK",10,"UK,Switzerland,Germany,Singapore,USA,France,Georgia,Israel,Japan,Sweden","nature"
"4726","25186725",6,3,"Netherlands",2,"Netherlands,France","nature"
"4727","25174710",7,4,"France",2,"France,Switzerland","nature"
"4728","25174709",2,1,"USA",1,"USA","nature"
"4729","25174708",20,12,"Germany",3,"Germany,Turkey,USA","nature"
"4730","25174707",4,2,"USA",2,"USA,France","nature"
"4731","25171469",26,9,"Canada",4,"Canada,USA,United States,China","nature"
"4732","25164757",40,12,"USA",1,"USA","nature"
"4733","25164756",78,44,"Australia",8,"Australia,USA,Korea,UK,China,Egypt,Canada,Sweden","nature"
"4734","25164755",96,40,"USA",9,"USA,Hanover,Spain,India,China,UK,Switzerland,Austria,Hong Kong","nature"
"4735","25164754",8,7,"USA",1,"USA","nature"
"4736","25164753",1,1,"USA",1,"USA","nature"
"4737","25164752",3,2,"Japan",1,"Japan","nature"
"4738","25164751",6,5,"Austria",1,"Austria","nature"
"4739","25164750",11,9,"Germany",4,"Germany,Spain,France,Russia","nature"
"4740","25164749",18,6,"USA",1,"USA","nature"
"4741","25162530",3,2,"Canada",1,"Canada","nature"
"4742","25162528",12,8,"Australia",4,"Australia,USA,UK,Costa Rica","nature"
"4743","25162527",16,9,"USA",4,"USA,Netherlands,Germany,South Africa","nature"
"4744","25162526",15,4,"China",2,"China,USA","nature"
"4745","25162525",6,4,"USA",1,"USA","nature"
"4746","25162524",3,2,"USA",1,"USA","nature"
"4747","25162523",8,5,"USA",2,"USA,Saudi Arabia","nature"
"4748","25156258",19,13,"France",5,"France,USA,UK,Bolivia,Colombia","nature"
"4749","25156257",24,16,"France",1,"France","nature"
"4750","25156256",8,2,"Germany",2,"Germany,Austria","nature"
"4751","25156255",17,9,"Switzerland",4,"Switzerland,Spain,USA,Italy","nature"
"4752","25156254",12,7,"USA",2,"USA,China","nature"
"4753","25156253",10,6,"Finland",2,"Finland,Netherlands","nature"
"4754","25143115",4,3,"USA",1,"USA","nature"
"4755","25143114",37,8,"USA",3,"USA,Italy,UK","nature"
"4756","25143113",48,35,"UK",12,"UK,Australia,USA,Spain,France,Italy,Germany,Belgium,Israel,Canada,Greece,Ireland","nature"
"4757","25143112",7,6,"UK",2,"UK,Switzerland","nature"
"4758","25143111",5,2,"USA",1,"USA","nature"
"4759","25141181",28,20,"Germany",9,"Germany,USA,Switzerland,Spain,UK,South Africa,Argentina,India,Canada","nature"
"4760","25141179",5,2,"USA",1,"USA","nature"
"4761","25141178",11,4,"Switzerland",4,"Switzerland,Denmark,USA,UK","nature"
"4762","25141177",21,8,"France",2,"France,USA","nature"
"4763","25132552",3,3,"USA",1,"USA","nature"
"4764","25132551",9,4,"USA",2,"USA,UK","nature"
"4765","25132550",16,6,"Germany",2,"Germany,USA","nature"
"4766","25132549",26,16,"USA",6,"USA,Israel,Italy,Japan,UK,Belgium","nature"
"4767","25132548",12,3,"UK",2,"UK,Denmark","nature"
"4768","25132547",26,15,"USA",3,"USA,China,Japan","nature"
"4769","25132546",2,1,"UK",1,"UK","nature"
"4770","25132545",10,6,"Denmark",3,"Denmark,Sweden,USA","nature"
"4771","25119235",5,3,"USA",2,"USA,China","nature"
"4772","25119234",3,1,"USA",1,"USA","nature"
"4773","25119233",1,1,"USA",1,"USA","nature"
"4774","25119050",14,10,"China",3,"China,USA,Israel","nature"
"4775","25119049",16,4,"Germany",4,"Germany,China,Chile,France","nature"
"4776","25119048",15,10,"France",2,"France,Switzerland","nature"
"4777","25119047",7,4,"USA",2,"USA,Japan","nature"
"4778","25119046",2,2,"USA",1,"USA","nature"
"4779","25119045",19,9,"India",2,"India,USA","nature"
"4780","25119044",14,7,"USA",1,"USA","nature"
"4781","25119043",15,7,"Australia",1,"Australia","nature"
"4782","25119042",16,13,"USA",7,"USA,Belgium,France,Denmark,Germany,India,UK","nature"
"4783","25119041",14,5,"USA",1,"USA","nature"
"4784","25119040",8,5,"Germany",5,"Germany,South Africa,Chile,UK,USA","nature"
"4785","25119039",8,3,"USA",1,"USA","nature"
"4786","25119038",26,10,"Germany",2,"Germany,France","nature"
"4787","25119037",16,12,"USA",3,"USA,France,India","nature"
